sinif,unite,konu,kazanim_kodu,kazanim_aciklamasi,ders
6. Sınıf,5. Tema: İstatistiksel Araştırma Süreci,Kategorik ve Nicel (Kesikli) Veri Dağılımları,MAT.6.5.1.,Kategorik veya nicel (kesikli) veri ile çalışabilme ve veriye dayalı karar verebilme.,İlköğretim Matematik
6. Sınıf,5. Tema: İstatistiksel Araştırma Süreci,Veri Sonuçlarını Tartışma,MAT.6.5.2.,Başkaları tarafından oluşturulan kategorik veya nicel (kesikli) veriye dayalı istatistiksel sonuç veya yorumları tartışabilme.,İlköğretim Matematik
6. Sınıf,6. Tema: Veriden Olasılığa,Deneysel Olasılık,MAT.6.6.1.,Bir olayın olasılığını gözleme dayalı tahmin edebilme.,İlköğretim Matematik
7. Sınıf,Sayılar ve Nicelikler,Tam Sayılar ve Rasyonel Sayılar,MAT.7.1.1,"Karşılaştığı durumlarda doğal sayı, tam sayı ve rasyonel sayıları yorumlayabilme",İlköğretim Matematik
7. Sınıf,Sayılar ve Nicelikler,Tam Sayılar ve Rasyonel Sayılar,MAT.7.1.2,Gerçek yaşam durumlarında rasyonel sayıların ondalık gösterimlerini yansıtabilme,İlköğretim Matematik
7. Sınıf,Sayılar ve Nicelikler,Tam Sayılar ve Rasyonel Sayılar,MAT.7.1.3,Rasyonel sayıların sıralama ve karşılaştırma ilişkilerini yorumlayabilme,İlköğretim Matematik
7. Sınıf,Sayılar ve Nicelikler,Tam Sayılar ve Rasyonel Sayılar,MAT.7.1.4,Rasyonel sayılar ve işlemler içeren gerçek yaşam problemlerini çözebilme,İlköğretim Matematik
7. Sınıf,Sayılar ve Nicelikler,Oran ve Orantı,MAT.7.1.5,Gerçek yaşam durumları üzerinden oran ilişkileri hakkında muhakeme yapabilme,İlköğretim Matematik
7. Sınıf,Sayılar ve Nicelikler,Oran ve Orantı,MAT.7.1.6,Gerçek yaşam durumları üzerinden orantısal çoklukları yorumlayabilme,İlköğretim Matematik
7. Sınıf,Sayılar ve Nicelikler,Oran ve Orantı,MAT.7.1.7,Gerçek yaşam durumları üzerinden doğru orantılı çokluklara ilişkin problemleri çözebilme,İlköğretim Matematik
7. Sınıf,Cebirsel Düşünme ve Değişimler,Cebirsel İfadeler,MAT.7.2.1,"Gerçek yaşam ya da matematiksel durumlar üzerinden cebirsel ifadelerle toplama, çıkarma ve bir rasyonel sayıyla çarpma işlemi yapabilme",İlköğretim Matematik
7. Sınıf,Cebirsel Düşünme ve Değişimler,Denklem ve Eşitsizlikler,MAT.7.2.2,Denklem ve eşitsizlik içeren gerçek yaşam problemlerini çözebilme,İlköğretim Matematik
7. Sınıf,Cebirsel Düşünme ve Değişimler,Sayı Örüntüleri ve İspat,MAT.7.2.3,Sayılar ve özelliklerini içeren ispatlara ilişkin matematiksel muhakeme yapabilme,İlköğretim Matematik
7. Sınıf,Cebirsel Düşünme ve Değişimler,Algoritmik Düşünme,MAT.7.2.4,Temel aritmetik ve cebirsel ifadelerle işlem içeren durumlardaki süreci algoritma dilini kullanarak yapılandırabilme,İlköğretim Matematik
7. Sınıf,Geometrik Şekiller,Üçgenler,MAT.7.3.1,"Matematiksel araç ve teknolojiden yararlanarak üçgende kenarortayı, açıortayı ve yüksekliği çözümleyebilme",İlköğretim Matematik
7. Sınıf,Geometrik Şekiller,Üçgenler,MAT.7.3.2,Üçgenlerde kenarortay inşasını yansıtabilme,İlköğretim Matematik
7. Sınıf,Geometrik Nicelikler,Yüzey Alanı ve Hacim,MAT.7.4.1,Geometrik cisimler ile görünümleri arasındaki ilişkiyi çözümleyebilme,İlköğretim Matematik
7. Sınıf,Geometrik Nicelikler,Daire ve Çokgenlerin Alanı,MAT.7.4.10,"Günlük yaşam durumlarında daire, daire dilimi, eşkenar dörtgen ve yamuğun alanına ilişkin problem çözebilme",İlköğretim Matematik
7. Sınıf,Geometrik Nicelikler,Yüzey Alanı ve Hacim,MAT.7.4.2,Dikdörtgen prizmanın açınımını ve yüzey alanını matematiksel araç ve teknolojiden yararlanarak yorumlayabilme,İlköğretim Matematik
7. Sınıf,Geometrik Nicelikler,Yüzey Alanı ve Hacim,MAT.7.4.3,Dikdörtgen prizmanın hacmini eş nesneler aracılığıyla yorumlayabilme,İlköğretim Matematik
7. Sınıf,Geometrik Nicelikler,Yüzey Alanı ve Hacim,MAT.7.4.4,Dikdörtgen prizmanın hacim bağıntısını değerlendirebilme,İlköğretim Matematik
7. Sınıf,Geometrik Nicelikler,Yüzey Alanı ve Hacim,MAT.7.4.5,Hacim ölçme birimleri arasındaki ilişkileri değerlendirebilme,İlköğretim Matematik
7. Sınıf,Geometrik Nicelikler,Yüzey Alanı ve Hacim,MAT.7.4.6,Günlük yaşam durumlarında dikdörtgen prizmalar ile modellenen cisimlerin yüzey alanı ve hacmine yönelik problem çözebilme,İlköğretim Matematik
7. Sınıf,Geometrik Nicelikler,Daire ve Çokgenlerin Alanı,MAT.7.4.7,Dikdörtgenin ve paralelkenarın alanına ilişkin deneyimlerini dairenin alan bağıntısına yansıtabilme,İlköğretim Matematik
7. Sınıf,Geometrik Nicelikler,Daire ve Çokgenlerin Alanı,MAT.7.4.8,Çemberde merkez açıyla gördüğü yay uzunluğu arasındaki ilişkiden yola çıkarak daire ve daire diliminin alanına yönelik çıkarım yapabilme,İlköğretim Matematik
7. Sınıf,Geometrik Nicelikler,Daire ve Çokgenlerin Alanı,MAT.7.4.9,Eşkenar dörtgen ve yamuğun alan bağıntılarına dair çıkarım yapabilme,İlköğretim Matematik
7. Sınıf,Dönüşüm,Yansıma,MAT.7.5.1,Şekillerin yansıma dönüşümü altındaki görüntülerinin oluşturulmasına dair çıkarım yapabilme,İlköğretim Matematik
7. Sınıf,Dönüşüm,Yansıma,MAT.7.5.2,Yansıma dönüşümündeki deneyimlerini orta dikme ve açıortay inşasına yansıtabilme,İlköğretim Matematik
7. Sınıf,İstatistiksel Araştırma Süreci,İstatistik,MAT.7.6.1,Kategorik ve nicel (sürekli) veri ile çalışabilme ve veriye dayalı karar verebilme,İlköğretim Matematik
7. Sınıf,İstatistiksel Araştırma Süreci,İstatistik,MAT.7.6.2,"Başkaları tarafından oluşturulan kategorik veya nicel (sürekli) veriye dayalı istatistiksel görsel, özet, sonuç ve yorumları eleştirel bakış açısıyla değerlendirebilme",İlköğretim Matematik
7. Sınıf,Veriden Olasılığa,Olasılık,MAT.7.7.1,Basit bir olayın ve tümleyeninin olasılığına ilişkin tümevarımsal akıl yürütebilme,İlköğretim Matematik
7. Sınıf,Veriden Olasılığa,Olasılık,MAT.7.7.2,Aynı deneye ait basit olayların eşit olasılıklı olma durumlarını değerlendirebilme,İlköğretim Matematik
7. Sınıf,Veriden Olasılığa,Olasılık,MAT.7.7.3,Basit olayları ayrık olma ve ayrık olmama durumlarına göre sınıflandırabilme,İlköğretim Matematik
5. Sınıf,Birlikte Yaşamak,Birlikte Yaşamak,SB.5.1.1.,Dâhil olduğu gruplar ve bu gruplardaki rolleri arasındaki ilişkileri çözümleyebilme,Sosyal Bilgiler
5. Sınıf,Birlikte Yaşamak,Birlikte Yaşamak,SB.5.1.2.,Kültürel özelliklere saygı duymanın birlikte yaşamaya etkisini yorumlayabilme,Sosyal Bilgiler
5. Sınıf,Birlikte Yaşamak,Birlikte Yaşamak,SB.5.1.3.,Toplumsal birliği sürdürmeye yönelik yardımlaşma ve dayanışma faaliyetlerine katkı sağlayabilme,Sosyal Bilgiler
5. Sınıf,Evimiz Dünya,Evimiz Dünya,SB.5.2.1.,Yaşadığı ilin göreceli konum özelliklerini belirleyebilme,Sosyal Bilgiler
5. Sınıf,Evimiz Dünya,Evimiz Dünya,SB.5.2.2.,Yaşadığı ilde doğal ve beşerî çevredeki değişimi neden ve sonuçlarıyla yorumlayabilme,Sosyal Bilgiler
5. Sınıf,Evimiz Dünya,Evimiz Dünya,SB.5.2.3.,Yaşadığı ilde meydana gelebilecek afetlerin etkilerini azaltmaya yönelik farkındalık etkinlikleri düzenleyebilme,Sosyal Bilgiler
5. Sınıf,Evimiz Dünya,Evimiz Dünya,SB.5.2.4.,Ülkemize komşu devletler hakkında bilgi toplayabilme,Sosyal Bilgiler
5. Sınıf,Ortak Mirasımız,Ortak Mirasımız,SB.5.3.1.,Yaşadığı ildeki ortak miras ögelerine ilişkin oluşturduğu ürünü paylaşabilme,Sosyal Bilgiler
5. Sınıf,Ortak Mirasımız,Ortak Mirasımız,SB.5.3.2.,Anadolu’da ilk yerleşimleri kuran toplumların sosyal hayatlarına yönelik bakış açısı geliştirebilme,Sosyal Bilgiler
5. Sınıf,Ortak Mirasımız,Ortak Mirasımız,SB.5.3.3.,Mezopotamya ve Anadolu medeniyetlerinin ortak mirasa katkılarını karşılaştırabilme,Sosyal Bilgiler
5. Sınıf,Yaşayan Demokrasimiz,Yaşayan Demokrasimiz,SB.5.4.1.,Demokrasi ve cumhuriyet kavramları arasındaki ilişkiyi çözümleyebilme,Sosyal Bilgiler
5. Sınıf,Yaşayan Demokrasimiz,Yaşayan Demokrasimiz,SB.5.4.2.,Toplum düzenine etkisi bakımından etkin vatandaş olmanın önemine yönelik çıkarımda bulunabilme,Sosyal Bilgiler
5. Sınıf,Yaşayan Demokrasimiz,Yaşayan Demokrasimiz,SB.5.4.3.,Temel insan hak ve sorumluluklarının önemini sorgulayabilme,Sosyal Bilgiler
5. Sınıf,Yaşayan Demokrasimiz,Yaşayan Demokrasimiz,SB.5.4.4.,Bir ihtiyaç hâlinde veya sorun karşısında başvuru yapılabilecek kurumlar hakkında bilgi toplayabilme,Sosyal Bilgiler
5. Sınıf,Hayatımızdaki Ekonomi,Hayatımızdaki Ekonomi,SB.5.5.1.,Kaynakları verimli kullanmanın doğa ve insanlar üzerindeki etkisini yorumlayabilme,Sosyal Bilgiler
5. Sınıf,Hayatımızdaki Ekonomi,Hayatımızdaki Ekonomi,SB.5.5.2.,İhtiyaç ve isteklerini karşılamak için gerekli bütçeyi planlayabilme,Sosyal Bilgiler
5. Sınıf,Hayatımızdaki Ekonomi,Hayatımızdaki Ekonomi,SB.5.5.3.,Yaşadığı ildeki ekonomik faaliyetleri özetleyebilme,Sosyal Bilgiler
5. Sınıf,Teknoloji ve Sosyal Bilimler,Teknoloji ve Sosyal Bilimler,SB.5.6.1.,Teknolojik gelişmelerin toplum hayatına etkilerini tartışabilme,Sosyal Bilgiler
5. Sınıf,Teknoloji ve Sosyal Bilimler,Teknoloji ve Sosyal Bilimler,SB.5.6.2.,Teknolojik ürünlerin bilinçli kullanımının önemine ilişkin ürün oluşturabilme,Sosyal Bilgiler
6. Sınıf,Birlikte Yaşamak,Birlikte Yaşamak,SB.6.1.1.,Dâhil olduğu grupların ve bu gruplardaki rollerinin zaman içerisinde değişebileceğine ilişkin çıkarım yapabilme,Sosyal Bilgiler
6. Sınıf,Birlikte Yaşamak,Birlikte Yaşamak,SB.6.1.2.,Kültürel bağlarımızın ve millî değerlerimizin toplumsal birliğe etkisini yorumlayabilme,Sosyal Bilgiler
6. Sınıf,Birlikte Yaşamak,Birlikte Yaşamak,SB.6.1.3.,Toplumsal hayatta karşılaşılan sorunlara yönelik çözüm önerilerini müzakere edebilme,Sosyal Bilgiler
6. Sınıf,Evimiz Dünya,Evimiz Dünya,SB.6.2.1.,"Ülkemizin, kıtaların ve okyanusların konum özelliklerini belirleyebilme",Sosyal Bilgiler
6. Sınıf,Evimiz Dünya,Evimiz Dünya,SB.6.2.2.,Ülkemizin doğal ve beşerî çevre özellikleri arasındaki ilişkiyi çözümleyebilme,Sosyal Bilgiler
6. Sınıf,Evimiz Dünya,Evimiz Dünya,SB.6.2.3.,Ülkemizin Türk dünyasıyla kültürel iş birliklerini yorumlayabilme,Sosyal Bilgiler
6. Sınıf,Ortak Mirasımız,Ortak Mirasımız,SB.6.3.1.,Türkistan’da kurulan ilk Türk devletlerinin medeniyetimize katkılarını sorgulayabilme,Sosyal Bilgiler
6. Sınıf,Ortak Mirasımız,Ortak Mirasımız,SB.6.3.2.,"VII-XIII. yüzyıllar arasında İslam medeniyetinin eğitim, bilim, hukuk, kültür, sanat ve mimari alanlarında insanlığın ortak mirasına katkılarına dair akıl yürütebilme",Sosyal Bilgiler
6. Sınıf,Ortak Mirasımız,Ortak Mirasımız,SB.6.3.3.,İslamiyet’in kabulüyle Türklerin sosyal ve kültürel hayatlarında meydana gelen değişimi dönemin bakış açısıyla değerlendirebilme,Sosyal Bilgiler
6. Sınıf,Ortak Mirasımız,Ortak Mirasımız,SB.6.3.4.,XI-XIII. yüzyıllar arasında meydana gelen siyasi faaliyetler ve askerî mücadelelerin Anadolu’nun Türkleşmesi ve İslamlaşmasına etkisini özetleyebilme,Sosyal Bilgiler
6. Sınıf,Yaşayan Demokrasimiz,Yaşayan Demokrasimiz,SB.6.4.1.,Yönetimin karar alma sürecini etkileyen unsurları çözümleyebilme,Sosyal Bilgiler
6. Sınıf,Yaşayan Demokrasimiz,Yaşayan Demokrasimiz,SB.6.4.2.,Toplumsal düzenin sürdürülmesinde temel hak ve sorumlulukların önemini yorumlayabilme,Sosyal Bilgiler
6. Sınıf,Yaşayan Demokrasimiz,Yaşayan Demokrasimiz,SB.6.4.3.,Vatandaşlık haklarının kullanımında dijitalleşme ve teknolojik gelişmelerin etkilerini sorgulayabilme,Sosyal Bilgiler
6. Sınıf,Hayatımızdaki Ekonomi,Hayatımızdaki Ekonomi,SB.6.5.1.,Ülkemizin kaynakları ile ekonomik faaliyetler arasındaki ilişkiyi çözümleyebilme,Sosyal Bilgiler
6. Sınıf,Hayatımızdaki Ekonomi,Hayatımızdaki Ekonomi,SB.6.5.2.,Ekonomik faaliyetler ve meslekler arasındaki ilişki hakkında çıkarımda bulunabilme,Sosyal Bilgiler
6. Sınıf,Hayatımızdaki Ekonomi,Hayatımızdaki Ekonomi,SB.6.5.3.,Tasarladığı bir ürün için yatırım ve pazarlama proje önerisi hazırlayabilme,Sosyal Bilgiler
6. Sınıf,Teknoloji ve Sosyal Bilimler,Teknoloji ve Sosyal Bilimler,SB.6.6.1.,Ulaşım ve iletişim teknolojilerindeki gelişmelerin kültürel etkileşimdeki rolünü yapılandırabilme,Sosyal Bilgiler
6. Sınıf,Teknoloji ve Sosyal Bilimler,Teknoloji ve Sosyal Bilimler,SB.6.6.2.,Bir ürün veya fikrin telif ve patent süreçleriyle ilgili bilgi toplayabilme,Sosyal Bilgiler
7. Sınıf,Birlikte Yaşamak,Birlikte Yaşamak,SB.7.1.1.,Dâhil olduğu gruplarda ve sosyal hayatta etkili iletişimin önemini sorgulayabilme,Sosyal Bilgiler
7. Sınıf,Birlikte Yaşamak,Birlikte Yaşamak,SB.7.1.2.,Özel gereksinimli bireyler için fırsat eşitliğini sürdürmeye yönelik fikir üretebilme,Sosyal Bilgiler
7. Sınıf,Birlikte Yaşamak,Birlikte Yaşamak,SB.7.1.3.,Türk toplumunun millî meseleler karşısında gösterdiği tutum ve davranışlara ilişkin çıkarım yapabilme,Sosyal Bilgiler
7. Sınıf,Evimiz Dünya,Evimiz Dünya,SB.7.2.1.,Küreselleşmenin insan ve toplum hayatında meydana getirdiği değişimi yorumlayabilme,Sosyal Bilgiler
7. Sınıf,Evimiz Dünya,Evimiz Dünya,SB.7.2.2.,Bölgesel ve küresel sorunların çözümünde ülkemizin rolünü özetleyebilme,Sosyal Bilgiler
7. Sınıf,Ortak Mirasımız,Ortak Mirasımız,SB.7.3.1.,Osmanlı Devleti’nin cihan devleti hâline gelmesini sağlayan politikaları sorgulayabilme,Sosyal Bilgiler
7. Sınıf,Ortak Mirasımız,Ortak Mirasımız,SB.7.3.2.,Değişen dünya dengeleri karşısında Osmanlı Devleti’nin uyguladığı yenilikleri neden ve sonuçlarıyla yorumlayabilme,Sosyal Bilgiler
7. Sınıf,Ortak Mirasımız,Ortak Mirasımız,SB.7.3.3.,Osmanlı kültür ve medeniyet unsurlarına ilişkin oluşturduğu ürünü paylaşabilme,Sosyal Bilgiler
7. Sınıf,Yaşayan Demokrasimiz,Yaşayan Demokrasimiz,SB.7.4.1.,Türkiye Cumhuriyeti’nin temel niteliklerini özetleyebilme,Sosyal Bilgiler
7. Sınıf,Yaşayan Demokrasimiz,Yaşayan Demokrasimiz,SB.7.4.2.,Türkiye Cumhuriyeti Devleti’nin yönetim yapısını çözümleyebilme,Sosyal Bilgiler
7. Sınıf,Yaşayan Demokrasimiz,Yaşayan Demokrasimiz,SB.7.4.3.,"Ülkemizdeki demokrasinin gelişimini, demokrasinin temel ilkeleri açısından yorumlayabilme",Sosyal Bilgiler
7. Sınıf,Yaşayan Demokrasimiz,Yaşayan Demokrasimiz,SB.7.4.4.,Demokrasinin uygulama sürecinde karşılaşılan sorunları özetleyebilme,Sosyal Bilgiler
7. Sınıf,Hayatımızdaki Ekonomi,Hayatımızdaki Ekonomi,SB.7.5.1.,Millî kalkınma hamlelerini neden ve sonuçlarıyla yorumlayabilme,Sosyal Bilgiler
7. Sınıf,Hayatımızdaki Ekonomi,Hayatımızdaki Ekonomi,SB.7.5.2.,"Ekonomik gelişmişlik ile üretim, dağıtım ve tüketim döngüsü arasındaki ilişkiyi çözümleyebilme",Sosyal Bilgiler
7. Sınıf,Teknoloji ve Sosyal Bilimler,Teknoloji ve Sosyal Bilimler,SB.7.6.1.,Bilimsel ve teknolojik gelişmelerin gelecekteki toplum hayatına etkilerine ilişkin öngörüde bulunabilme,Sosyal Bilgiler
7. Sınıf,Teknoloji ve Sosyal Bilimler,Teknoloji ve Sosyal Bilimler,SB.7.6.2.,Örnek metinler üzerinden sosyal bilimlerin çalışma alanlarına dair genelleme yapabilme,Sosyal Bilgiler
7. Sınıf,Teknoloji ve Sosyal Bilimler,Teknoloji ve Sosyal Bilimler,SB.7.6.3.,Toplumsal hayatta karşılaşabileceği bir probleme yönelik bilimsel sorgulama yapabilme,Sosyal Bilgiler
5. Sınıf,Dinleme/İzleme,Dinleme/İzleme,T.D.5.1.,Dinlemede/izlemede materyal seçimini yönetebilme,Türkçe
5. Sınıf,Dinleme/İzleme,Dinleme/İzleme,T.D.5.10.,Dinledikleri/izledikleri arasında karşılaştırma yapabilme,Türkçe
5. Sınıf,Dinleme/İzleme,Dinleme/İzleme,T.D.5.11.,Dinlediğindeki/izlediğindeki unsurları sınıflandırabilme,Türkçe
5. Sınıf,Dinleme/İzleme,Dinleme/İzleme,T.D.5.12.,Dinlediğini/izlediğini yorumlayabilme,Türkçe
5. Sınıf,Dinleme/İzleme,Dinleme/İzleme,T.D.5.13.,Öyküleyici metinlerdeki hikâye unsurlarını belirlemeye yönelik çözümleme yapabilme,Türkçe
5. Sınıf,Dinleme/İzleme,Dinleme/İzleme,T.D.5.14.,Bilgilendirici metinlerde metin yapılarından hareketle önemli bilgileri belirlemeye yönelik çözümleme yapabilme,Türkçe
5. Sınıf,Dinleme/İzleme,Dinleme/İzleme,T.D.5.15.,Bilgilendirici metinde anahtar kelimeleri belirlemeye yönelik çözümleme yapabilme,Türkçe
5. Sınıf,Dinleme/İzleme,Dinleme/İzleme,T.D.5.16.,Metnin bölümlerini belirlemeye yönelik çözümleme yapabilme,Türkçe
5. Sınıf,Dinleme/İzleme,Dinleme/İzleme,T.D.5.17.,Bilgilendirici metinde düşünceyi geliştirme yollarını belirlemeye yönelik çözümleme yapabilme,Türkçe
5. Sınıf,Dinleme/İzleme,Dinleme/İzleme,T.D.5.18.,Dinlediğindeki/izlediğindeki söz sanatlarını belirlemeye yönelik çözümleme yapabilme,Türkçe
5. Sınıf,Dinleme/İzleme,Dinleme/İzleme,T.D.5.19.,Dinlediğinden/izlediğinden hareketle söz varlığını geliştirmeye yönelik çözümleme yapabilme,Türkçe
5. Sınıf,Dinleme/İzleme,Dinleme/İzleme,T.D.5.2.,Dinlemede/izlemede strateji ve yöntem seçimlerini yönetebilme,Türkçe
5. Sınıf,Dinleme/İzleme,Dinleme/İzleme,T.D.5.20.,Çoklu ortam ögelerine yönelik çözümleme yapabilme,Türkçe
5. Sınıf,Dinleme/İzleme,Dinleme/İzleme,T.D.5.21.,Dinlediğini/izlediğini özetleyebilme,Türkçe
5. Sınıf,Dinleme/İzleme,Dinleme/İzleme,T.D.5.22.,Dinlediğini/izlediğini değerlendirebilme,Türkçe
5. Sınıf,Dinleme/İzleme,Dinleme/İzleme,T.D.5.23.,Dinlediğini/izlediğini eleştirebilme,Türkçe
5. Sınıf,Dinleme/İzleme,Dinleme/İzleme,T.D.5.24.,Dinlediğindeki/izlediğindeki probleme çözüm üretebilme,Türkçe
5. Sınıf,Dinleme/İzleme,Dinleme/İzleme,T.D.5.25.,Dinleme/izleme sürecine yönelik öz yansıtma yapabilme/kendini uyarlayabilme,Türkçe
5. Sınıf,Dinleme/İzleme,Dinleme/İzleme,T.D.5.3.,Dinleyeceğinin/izleyeceğinin içeriğine yönelik tahminde bulunabilme,Türkçe
5. Sınıf,Dinleme/İzleme,Dinleme/İzleme,T.D.5.4.,Dinlediğinde/izlediğinde geçen anlamını bilmediği söz varlığı unsurlarının anlamını tahmin edebilme,Türkçe
5. Sınıf,Dinleme/İzleme,Dinleme/İzleme,T.D.5.5.,Dinlediğinin/izlediğinin yüzey anlamını belirleyebilme,Türkçe
5. Sınıf,Dinleme/İzleme,Dinleme/İzleme,T.D.5.6.,Görselle iletilen anlamı belirleyebilme,Türkçe
5. Sınıf,Dinleme/İzleme,Dinleme/İzleme,T.D.5.7.,Dinlediğinin/izlediğinin derin anlamını belirlemeye yönelik basit çıkarımlar yapabilme,Türkçe
5. Sınıf,Dinleme/İzleme,Dinleme/İzleme,T.D.5.8.,Dinlediğinin/izlediğinin derin anlamını belirlemeye yönelik üst düzey çıkarımlar yapabilme,Türkçe
5. Sınıf,Dinleme/İzleme,Dinleme/İzleme,T.D.5.9.,Dinlediğini/izlediğini kendi içinde karşılaştırabilme,Türkçe
6. Sınıf,Dinleme/İzleme,Dinleme/İzleme,T.D.6.1.,Dinlemede/izlemede materyal seçimini yönetebilme,Türkçe
6. Sınıf,Dinleme/İzleme,Dinleme/İzleme,T.D.6.10.,Dinledikleri/izledikleri arasında karşılaştırma yapabilme,Türkçe
6. Sınıf,Dinleme/İzleme,Dinleme/İzleme,T.D.6.11.,Dinlediğindeki/izlediğindeki unsurları sınıflandırabilme,Türkçe
6. Sınıf,Dinleme/İzleme,Dinleme/İzleme,T.D.6.12.,Dinlediğini/izlediğini yorumlayabilme,Türkçe
6. Sınıf,Dinleme/İzleme,Dinleme/İzleme,T.D.6.13.,Öyküleyici metinlerdeki hikâye unsurlarını belirlemeye yönelik çözümleme yapabilme,Türkçe
6. Sınıf,Dinleme/İzleme,Dinleme/İzleme,T.D.6.14.,Bilgilendirici metinlerde metin yapılarından hareketle önemli bilgileri belirlemeye yönelik çözümleme yapabilme,Türkçe
6. Sınıf,Dinleme/İzleme,Dinleme/İzleme,T.D.6.15.,Bilgilendirici metinde anahtar kelimeleri belirlemeye yönelik çözümleme yapabilme,Türkçe
6. Sınıf,Dinleme/İzleme,Dinleme/İzleme,T.D.6.16.,Metnin bölümlerini belirlemeye yönelik çözümleme yapabilme,Türkçe
